Rank,Pos Rank,Player,Team,Position,Bye,Tier,Rank Min,Rank Max,Rank Std
57,RB25,Jaylen Warren,PIT,RB,9,7,64,64,0.00
58,WR29,Mike Evans,SF,WR,8,7,65,65,0.00
59,RB26,David Montgomery,HOU,RB,8,7,66,66,0.00
60,TE5,Tyler Warren,IND,TE,13,7,67,67,0.00
61,WR30,DK Metcalf,PIT,WR,9,7,69,69,0.00
62,WR31,Parker Washington,JAC,WR,7,7,70,70,0.00
63,RB27,Bhayshul Tuten,JAC,RB,7,7,71,71,0.00
64,RB28,Blake Corum,LAR,RB,11,8,72,72,0.00
65,WR32,Marvin Harrison Jr.,ARI,WR,14,8,74,74,0.00
66,WR33,Quentin Johnston,LAC,WR,7,8,75,75,0.00
67,TE6,Kyle Pitts Sr.,ATL,TE,11,8,76,76,0.00
68,RB29,TreVeyon Henderson,NE,RB,11,8,77,77,0.00
69,RB30,Tony Pollard,TEN,RB,9,8,78,78,0.00
70,WR34,Carnell Tate,TEN,WR,9,8,80,80,0.00
71,WR35,Alec Pierce,IND,WR,13,8,81,81,0.00
72,RB31,Jonathon Brooks,CAR,RB,5,8,82,82,0.00
73,WR36,Courtland Sutton,DEN,WR,10,8,83,83,0.00
74,TE7,Sam LaPorta,DET,TE,6,8,84,84,0.00
75,RB32,Chuba Hubbard,CAR,RB,5,8,85,85,0.00
76,TE8,Harold Fannin Jr.,CLE,TE,11,8,86,86,0.00
77,RB33,MarShawn Lloyd,GB,RB,11,8,87,87,0.00
78,WR37,Brian Thomas Jr.,JAC,WR,7,8,88,88,0.00
79,WR38,De'Zhaun Stribling,SF,WR,8,8,89,89,0.00
80,WR39,Stefon Diggs,WAS,WR,7,8,91,91,0.00
81,RB34,Jordan Mason,MIN,RB,6,8,92,92,0.00
82,WR40,Michael Pittman Jr.,PIT,WR,9,8,93,93,0.00
83,TE9,George Kittle,SF,TE,8,9,94,94,0.00
84,RB35,J.K. Dobbins,DEN,RB,10,9,95,95,0.00
85,TE10,Dalton Kincaid,BUF,TE,7,9,96,96,0.00
86,WR41,Michael Wilson,ARI,WR,14,9,98,98,0.00
87,RB36,Jacory Croskey-Merritt,WAS,RB,7,9,99,99,0.00
88,WR42,Chris Godwin Jr.,TB,WR,10,9,101,101,0.00
89,RB37,Kyle Monangai,CHI,RB,10,9,102,102,0.00
90,TE11,Travis Kelce,KC,TE,5,9,105,105,0.00
91,WR43,Jayden Reed,GB,WR,11,9,106,106,0.00
92,RB38,Rachaad White,WAS,RB,7,9,108,108,0.00
93,WR44,Romeo Doubs,NE,WR,11,9,109,109,0.00
94,TE12,Dallas Goedert,PHI,TE,10,9,110,110,0.00
95,TE13,Mark Andrews,BAL,TE,13,9,111,111,0.00
96,RB39,RJ Harvey,DEN,RB,10,9,113,113,0.00
97,WR45,Josh Downs,IND,WR,13,9,114,114,0.00
98,WR46,Jordan Addison,MIN,WR,6,9,115,115,0.00
99,WR47,Jakobi Meyers,JAC,WR,7,9,116,116,0.00
100,RB40,Woody Marks,HOU,RB,8,9,117,117,0.00
101,RB41,Kenny Gainwell,TB,RB,10,9,119,119,0.00
102,WR48,Makai Lemon,PHI,WR,10,10,120,120,0.00
103,RB42,Keaton Mitchell,LAC,RB,7,10,121,121,0.00
104,WR49,Xavier Worthy,KC,WR,5,10,122,122,0.00
105,TE14,Isaiah Likely,NYG,TE,8,10,123,123,0.00
106,WR50,Matthew Golden,GB,WR,11,10,125,125,0.00
107,RB43,Aaron Jones Sr.,MIN,RB,6,10,126,126,0.00
108,RB44,Jonah Coleman,DEN,RB,10,10,127,127,0.00
109,WR51,Wan'Dale Robinson,TEN,WR,9,10,129,129,0.00
110,TE15,Jake Ferguson,DAL,TE,14,10,130,130,0.00
111,RB45,Chris Rodriguez Jr.,JAC,RB,7,10,131,131,0.00
112,WR52,Tre Tucker,LV,WR,13,10,132,132,0.00
113,RB46,Tyjae Spears,TEN,RB,9,10,134,134,0.00
114,WR53,KC Concepcion,CLE,WR,11,10,135,135,0.00
115,TE16,Hunter Henry,NE,TE,11,10,137,137,0.00
116,WR54,Deebo Samuel Sr.,SF,WR,8,10,138,138,0.00
117,WR55,Jalen Coker,CAR,WR,5,10,139,139,0.00
118,RB47,Mike Washington Jr.,LV,RB,13,10,140,140,0.00
119,RB48,Tyler Allgeier,ARI,RB,14,10,141,141,0.00
120,WR56,Rashid Shaheed,SEA,WR,11,10,142,142,0.00
121,RB49,Josh Jacobs,GB,RB,11,10,143,143,0.00
122,TE17,Brenton Strange,JAC,TE,7,10,144,144,0.00
123,RB50,Emmett Johnson,KC,RB,5,10,145,145,0.00
124,WR57,Khalil Shakir,BUF,WR,7,10,147,147,0.00
125,RB51,Brian Robinson Jr.,ATL,RB,11,10,148,148,0.00
126,WR58,Kayshon Boutte,HOU,WR,8,10,149,149,0.00
127,RB52,Tank Bigsby,PHI,RB,10,11,151,151,0.00
128,WR59,Jalen McMillan,TB,WR,10,11,153,153,0.00
129,TE18,Dalton Schultz,HOU,TE,8,11,154,154,0.00
130,RB53,Zach Charbonnet,SEA,RB,11,11,155,155,0.00
131,RB54,Braelon Allen,NYJ,RB,13,11,156,156,0.00
132,TE19,Juwan Johnson,NO,TE,8,11,157,157,0.00
133,RB55,Nicholas Singleton,TEN,RB,9,11,159,159,0.00
134,RB56,Alvin Kamara,NO,RB,8,11,161,161,0.00
135,WR60,Adonai Mitchell,NYJ,WR,13,11,162,162,0.00
136,RB57,Malik Davis,DAL,RB,14,11,163,163,0.00
137,WR61,Jalen Nailor,LV,WR,13,11,164,164,0.00
138,WR62,Dontayvion Wicks,PHI,WR,10,11,165,165,0.00
139,RB58,Dylan Sampson,CLE,RB,11,11,167,167,0.00
140,WR63,Jordyn Tyson,NO,WR,8,11,168,168,0.00
141,WR64,Denzel Boston,CLE,WR,11,11,169,169,0.00
142,TE20,AJ Barner,SEA,TE,11,11,172,172,0.00
143,WR65,Tre' Harris,LAC,WR,7,11,173,173,0.00
144,RB59,Tyrone Tracy Jr.,NYG,RB,8,11,174,174,0.00
145,WR66,Keenan Allen,IND,WR,13,11,175,175,0.00
146,RB60,Ray Davis,BUF,RB,7,11,176,176,0.00
147,WR67,Caleb Douglas,MIA,WR,6,11,177,177,0.00
148,WR68,Jerry Jeudy,CLE,WR,11,11,179,179,0.00
149,TE21,Terrance Ferguson,LAR,TE,11,11,180,180,0.00
150,RB61,Sean Tucker,TB,RB,10,11,181,181,0.00
151,WR69,Ryan Flournoy,DAL,WR,14,11,183,183,0.00
152,RB62,George Holani,SEA,RB,11,12,188,188,0.00
153,WR70,Malachi Fields,NYG,WR,8,12,194,194,0.00
154,TE22,T.J. Hockenson,MIN,TE,6,12,195,195,0.00
155,RB63,Kaelon Black,SF,RB,8,12,196,196,0.00
156,WR71,Ja'Kobi Lane,BAL,WR,13,12,198,198,0.00
157,WR72,Calvin Ridley,TEN,WR,9,12,200,200,0.00
158,WR73,Jauan Jennings,MIN,WR,6,12,201,201,0.00
159,TE23,Chig Okonkwo,WAS,TE,7,12,202,202,0.00
160,WR74,Ted Hurst III,TB,WR,10,12,203,203,0.00
161,WR75,Chris Bell,MIA,WR,6,12,204,204,0.00
162,RB64,Kaytron Allen,WAS,RB,7,12,207,207,0.00
163,TE24,Pat Freiermuth,PIT,TE,9,12,208,208,0.00
164,WR76,Omar Cooper Jr.,NYJ,WR,13,12,209,209,0.00
165,WR77,Pat Bryant,DEN,WR,10,12,215,215,0.00
166,WR78,Isaac TeSlaa,DET,WR,6,12,217,217,0.00
167,RB65,Kimani Vidal,LAC,RB,7,12,218,218,0.00
168,WR79,Cyrus Allen,KC,WR,5,12,220,220,0.00
169,RB66,Kaleb Johnson,GB,RB,11,12,221,221,0.00
170,WR80,Jaylin Noel,HOU,WR,8,12,222,222,0.00
171,WR81,Rashod Bateman,BAL,WR,13,12,223,223,0.00
172,TE25,Kenyon Sadiq,NYJ,TE,13,12,225,225,0.00
173,WR82,Darnell Mooney,NYG,WR,8,13,226,226,0.00
174,RB67,Jacob Saylors,DET,RB,6,13,227,227,0.00
175,TE26,Cade Otton,TB,TE,10,13,228,228,0.00
176,WR83,Malik Washington,MIA,WR,6,13,229,229,0.00
177,RB68,Justice Hill,BAL,RB,13,13,230,230,0.00
178,WR84,Antonio Williams,WAS,WR,7,13,231,231,0.00
179,RB69,Chris Brooks,GB,RB,11,13,232,232,0.00
180,TE27,Michael Mayer,LV,TE,13,13,235,235,0.00
181,RB70,Najee Harris,NYG,RB,8,13,236,236,0.00
182,WR85,Cooper Kupp,SEA,WR,11,13,237,237,0.00
183,WR86,Zachariah Branch,ATL,WR,11,13,238,238,0.00
184,RB71,Samaje Perine,CIN,RB,6,13,240,240,0.00
185,RB72,Emanuel Wilson,SEA,RB,11,13,242,242,0.00
186,WR87,Tyquan Thornton,KC,WR,5,13,243,243,0.00
187,WR88,Keon Coleman,BUF,WR,7,13,244,244,0.00
188,TE28,Oronde Gadsden II,LAC,TE,7,13,245,245,0.00
189,WR89,Andrei Iosivas,CIN,WR,6,13,246,246,0.00
190,RB73,Demond Claiborne,MIN,RB,6,13,247,247,0.00
191,RB74,Jaylen Wright,MIA,RB,6,13,250,250,0.00
192,TE29,Greg Dulcich,MIA,TE,6,13,253,253,0.00
193,TE30,Gunnar Helm,TEN,TE,9,13,255,255,0.00
194,TE31,Evan Engram,DEN,TE,10,13,256,256,0.00
195,RB75,Ollie Gordon II,MIA,RB,6,13,257,257,0.00
196,WR90,Travis Hunter,JAC,WR,7,13,258,258,0.00
197,RB76,Ty Johnson,BUF,RB,7,13,259,259,0.00
198,TE32,Darren Waller,CAR,TE,5,13,260,260,0.00
199,WR91,Devaughn Vele,NO,WR,8,13,261,261,0.00
200,RB77,Seth McGowan,IND,RB,13,13,262,262,0.00
201,WR92,Germie Bernard,PIT,WR,9,13,263,263,0.00
202,WR93,Xavier Legette,CAR,WR,5,13,264,264,0.00
203,RB78,Kendre Miller,NO,RB,8,13,265,265,0.00
204,WR94,Jack Bech,LV,WR,13,13,266,266,0.00
205,TE33,David Njoku,LAC,TE,7,13,267,267,0.00
206,WR95,Tory Horton,SEA,WR,11,13,268,268,0.00
207,WR96,Jahan Dotson,ATL,WR,11,13,269,269,0.00
208,RB79,James Conner,ARI,RB,14,13,270,270,0.00
209,WR97,Kyle Williams,NE,WR,11,13,271,271,0.00
210,WR98,Troy Franklin,DEN,WR,10,14,272,272,0.00
211,TE34,Colby Parkinson,LAR,TE,11,14,273,273,0.00
212,RB80,Isaiah Davis,NYJ,RB,13,14,274,274,0.00
213,WR99,Skyler Bell,BUF,WR,7,14,276,276,0.00
214,RB81,DJ Giddens,IND,RB,13,14,277,277,0.00
215,TE35,Mike Gesicki,CIN,TE,6,14,280,280,0.00
216,RB82,LeQuint Allen Jr.,JAC,RB,7,14,282,282,0.00
217,RB83,Emari Demercado,DAL,RB,14,14,283,283,0.00
218,WR100,KaVontae Turpin,DAL,WR,14,14,285,285,0.00
219,RB84,Corey Kiner,NE,RB,11,14,286,286,0.00
220,WR101,Zavion Thomas,CHI,WR,10,14,287,287,0.00
221,WR102,Tank Dell,HOU,WR,8,14,288,288,0.00
222,WR103,Marvin Mims Jr.,DEN,WR,10,14,289,289,0.00
223,TE36,Charlie Kolar,LAC,TE,7,14,290,290,0.00
224,RB85,Raheim Sanders,CLE,RB,11,14,291,291,0.00
225,WR104,DeMario Douglas,NE,WR,11,14,292,292,0.00
226,RB86,Jaydon Blue,PHI,RB,10,14,293,293,0.00
227,TE37,Elijah Arroyo,SEA,TE,11,14,294,294,0.00
228,WR105,Bryce Lance,NO,WR,8,14,295,295,0.00
229,RB87,Tahj Brooks,CIN,RB,6,14,296,296,0.00
230,WR106,Roman Wilson,PIT,WR,9,14,297,297,0.00
231,WR107,Xavier Hutchinson,HOU,WR,8,14,298,298,0.00
232,TE38,Mason Taylor,NYJ,TE,13,14,299,299,0.00
233,RB88,Isiah Pacheco,DET,RB,6,14,300,300,0.00
234,WR108,Kendrick Bourne,ARI,WR,14,14,301,301,0.00
235,WR109,Elijah Sarratt,BAL,WR,13,14,302,302,0.00
236,RB89,Devin Singletary,NYG,RB,8,14,303,303,0.00
237,WR110,Hollywood Brown,PHI,WR,10,14,304,304,0.00
238,TE39,Darnell Washington,PIT,TE,9,14,305,305,0.00
239,WR111,Brenen Thompson,LAC,WR,7,14,306,306,0.00
240,TE40,Eli Stowers,PHI,TE,10,14,308,308,0.00
241,RB90,Adam Randall,BAL,RB,13,14,309,309,0.00
242,RB91,Brashard Smith,KC,RB,5,14,310,310,0.00
243,WR112,Jalen Tolbert,MIA,WR,6,14,311,311,0.00
244,RB92,AJ Dillon,CAR,RB,5,14,312,312,0.00
245,RB93,Sione Vaki,DET,RB,6,14,313,313,0.00
246,WR113,Malik Benson,LV,WR,13,14,314,314,0.00
247,WR114,Elic Ayomanor,TEN,WR,9,14,315,315,0.00
248,RB94,Audric Estime,NO,RB,8,14,316,316,0.00
249,RB95,Trevor Etienne,CAR,RB,5,14,317,317,0.00
250,WR115,Chimere Dike,TEN,WR,9,14,318,318,0.00
251,TE41,Eli Raridon,NE,TE,11,14,319,319,0.00
252,RB96,Roschon Johnson,CHI,RB,10,14,321,321,0.00
253,WR116,Mack Hollins,NE,WR,11,14,322,322,0.00
254,TE42,Theo Johnson,NYG,TE,8,15,324,324,0.00
255,RB97,Dylan Laube,LV,RB,13,15,325,325,0.00
256,RB98,Rasheen Ali,BAL,RB,13,15,326,326,0.00
257,WR117,Isaiah Bond,CLE,WR,11,15,327,327,0.00
258,RB99,Kyle Juszczyk,SF,RB,8,15,328,328,0.00
259,RB100,Ameer Abdullah,JAC,RB,7,15,329,329,0.00
260,WR118,Odell Beckham Jr.,NYG,WR,8,15,330,330,0.00
261,RB101,Will Shipley,PHI,RB,10,15,331,331,0.00
262,WR119,Kalif Raymond,CHI,WR,10,15,333,333,0.00
263,TE43,Dawson Knox,BUF,TE,7,15,335,335,0.00
264,RB102,Bam Knight,ARI,RB,14,15,336,336,0.00
265,WR120,Jalen Royals,KC,WR,5,15,338,338,0.00
266,WR121,Olamide Zaccheaus,ATL,WR,11,15,339,339,0.00
267,TE44,Cole Kmet,CHI,TE,10,15,340,340,0.00
268,WR122,Christian Kirk,SF,WR,8,15,341,341,0.00
269,TE45,Oscar Delp,NO,TE,8,15,342,342,0.00
270,WR123,Colbie Young,CIN,WR,6,15,343,343,0.00
271,WR124,Treylon Burks,WAS,WR,7,15,344,344,0.00
272,TE46,Erick All Jr.,CIN,TE,6,15,346,346,0.00
273,WR125,Joshua Palmer,BUF,WR,7,15,347,347,0.00
274,WR126,Tez Johnson,TB,WR,10,15,348,348,0.00
275,TE47,Matt Hibner,BAL,TE,13,15,349,349,0.00
276,TE48,Tyler Higbee,LAR,TE,11,15,350,350,0.00
277,TE49,Jake Tonges,SF,TE,8,15,351,351,0.00
278,TE50,Noah Gray,KC,TE,5,15,353,353,0.00
279,TE51,Jonnu Smith,GB,TE,11,15,355,355,0.00
280,WR127,Luke McCaffrey,WAS,WR,7,15,356,356,0.00
281,TE52,Ben Sinnott,WAS,TE,7,15,357,357,0.00
282,TE53,Max Klare,LAR,TE,11,15,358,358,0.00
283,WR128,CJ Daniels,LAR,WR,11,15,360,360,0.00
284,WR129,Tutu Atwell,LAR,WR,11,15,361,361,0.00
285,TE54,Ja'Tavion Sanders,CAR,TE,5,15,362,362,0.00
286,WR130,Jahdae Walker,CHI,WR,10,15,363,363,0.00
287,WR131,Dont'e Thornton Jr.,LV,WR,13,15,364,364,0.00
288,TE55,Noah Fant,NO,TE,8,15,365,365,0.00
289,WR132,Deion Burks,IND,WR,13,15,366,366,0.00
290,TE56,Daniel Bellinger,TEN,TE,9,15,367,367,0.00
291,WR133,Kevin Coleman Jr.,MIA,WR,6,15,368,368,0.00
292,WR134,Devontez Walker,BAL,WR,13,15,369,369,0.00
293,WR135,Savion Williams,GB,WR,11,15,370,370,0.00
294,TE57,Marlin Klein,HOU,TE,8,15,371,371,0.00
295,WR136,Demarcus Robinson,SF,WR,8,15,372,372,0.00
296,WR137,Ashton Dulin,IND,WR,13,15,373,373,0.00
297,TE58,Mitchell Evans,CAR,TE,5,15,376,376,0.00
298,WR138,Dyami Brown,WAS,WR,7,15,377,377,0.00
299,TE59,Josh Oliver,MIN,TE,6,15,378,378,0.00
300,TE60,Tommy Tremble,CAR,TE,5,15,379,379,0.00
301,WR139,Barion Brown,NO,WR,8,15,380,380,0.00
302,WR140,Jaylin Lane,WAS,WR,7,15,381,381,0.00
