Rank,Pos Rank,Player,Team,Position,Bye,Tier,Rank Min,Rank Max,Rank Std
58,QB6,Justin Herbert,LAC,QB,7,7,58,58,0.00
59,WR27,DeVonta Smith,PHI,WR,10,7,59,59,0.00
60,RB23,Quinshon Judkins,CLE,RB,11,7,60,60,0.00
61,WR28,Jameson Williams,DET,WR,6,7,61,61,0.00
62,QB7,Jayden Daniels,WAS,QB,7,7,62,62,0.00
63,RB24,David Montgomery,HOU,RB,8,7,63,63,0.00
64,RB25,D'Andre Swift,CHI,RB,10,7,64,64,0.00
65,WR29,Chris Olave,NO,WR,8,7,65,65,0.00
66,RB26,Kyle Monangai,CHI,RB,10,7,66,66,0.00
67,TE5,Kyle Pitts Sr.,ATL,TE,11,7,67,67,0.00
68,QB8,Trevor Lawrence,JAC,QB,7,7,68,68,0.00
69,WR30,Jordyn Tyson,NO,WR,8,7,69,69,0.00
70,WR31,Carnell Tate,TEN,WR,9,7,70,70,0.00
71,RB27,Bhayshul Tuten,JAC,RB,7,7,71,71,0.00
72,RB28,Rico Dowdle,PIT,RB,9,7,72,72,0.00
73,QB9,Dak Prescott,DAL,QB,14,7,73,73,0.00
74,WR32,DJ Moore,BUF,WR,7,7,74,74,0.00
75,WR33,Marvin Harrison Jr.,ARI,WR,14,7,75,75,0.00
76,TE6,Tucker Kraft,GB,TE,11,8,76,76,0.00
77,RB29,Jaylen Warren,PIT,RB,9,8,77,77,0.00
78,RB30,Chuba Hubbard,CAR,RB,5,8,78,78,0.00
79,QB10,Caleb Williams,CHI,QB,10,8,79,79,0.00
80,WR34,Brian Thomas Jr.,JAC,WR,7,8,80,80,0.00
81,WR35,Christian Watson,GB,WR,11,8,81,81,0.00
82,RB31,Blake Corum,LAR,RB,11,8,82,82,0.00
83,WR36,Parker Washington,JAC,WR,7,8,83,83,0.00
84,TE7,Harold Fannin Jr.,CLE,TE,11,8,84,84,0.00
85,RB32,J.K. Dobbins,DEN,RB,10,8,85,85,0.00
86,TE8,Sam LaPorta,DET,TE,6,8,86,86,0.00
87,RB33,Rachaad White,WAS,RB,7,8,87,87,0.00
88,WR37,Michael Wilson,ARI,WR,14,8,88,88,0.00
89,WR38,Courtland Sutton,DEN,WR,10,8,89,89,0.00
90,QB11,Brock Purdy,SF,QB,8,8,90,90,0.00
91,WR39,Jordan Addison,MIN,WR,6,8,91,91,0.00
92,RB34,Tony Pollard,TEN,RB,9,8,92,92,0.00
93,WR40,Makai Lemon,PHI,WR,10,8,93,93,0.00
94,TE9,Dalton Kincaid,BUF,TE,7,8,94,94,0.00
95,RB35,Kenny Gainwell,TB,RB,10,8,95,95,0.00
96,TE10,Oronde Gadsden II,LAC,TE,7,8,96,96,0.00
97,QB12,Jaxson Dart,NYG,QB,8,8,97,97,0.00
98,WR41,KC Concepcion,CLE,WR,11,9,98,98,0.00
99,RB36,Woody Marks,HOU,RB,8,9,99,99,0.00
100,QB13,Bo Nix,DEN,QB,10,9,100,100,0.00
101,WR42,Ricky Pearsall,SF,WR,8,9,101,101,0.00
102,RB37,Rhamondre Stevenson,NE,RB,11,9,102,102,0.00
103,QB14,Baker Mayfield,TB,QB,10,9,103,103,0.00
104,QB15,Matthew Stafford,LAR,QB,11,9,104,104,0.00
105,TE11,Dallas Goedert,PHI,TE,10,9,105,105,0.00
106,WR43,Chris Godwin Jr.,TB,WR,10,9,106,106,0.00
107,QB16,Patrick Mahomes II,KC,QB,5,9,107,107,0.00
108,RB38,Jordan Mason,MIN,RB,6,9,108,108,0.00
109,WR44,Tre Tucker,LV,WR,13,9,109,109,0.00
110,TE12,Hunter Henry,NE,TE,11,9,110,110,0.00
111,TE13,Jake Ferguson,DAL,TE,14,9,111,111,0.00
112,QB17,Jared Goff,DET,QB,6,9,112,112,0.00
113,RB39,Aaron Jones Sr.,MIN,RB,6,9,113,113,0.00
114,WR45,Jayden Higgins,HOU,WR,8,9,114,114,0.00
115,WR46,Quentin Johnston,LAC,WR,7,9,115,115,0.00
116,WR47,Jakobi Meyers,JAC,WR,7,9,116,116,0.00
117,RB40,Tyrone Tracy Jr.,NYG,RB,8,9,117,117,0.00
118,QB18,Jordan Love,GB,QB,11,9,118,118,0.00
119,RB41,RJ Harvey,DEN,RB,10,9,119,119,0.00
120,WR48,Michael Pittman Jr.,PIT,WR,9,9,120,120,0.00
121,RB42,Jonah Coleman,DEN,RB,10,9,121,121,0.00
122,WR49,Antonio Williams,WAS,WR,7,9,122,122,0.00
123,TE14,Isaiah Likely,NYG,TE,8,9,123,123,0.00
124,QB19,Kyler Murray,MIN,QB,6,10,124,124,0.00
125,WR50,Chris Bell,MIA,WR,6,10,125,125,0.00
126,RB43,Nicholas Singleton,TEN,RB,9,10,126,126,0.00
127,RB44,Braelon Allen,NYJ,RB,13,10,127,127,0.00
128,QB20,C.J. Stroud,HOU,QB,8,10,128,128,0.00
129,WR51,Wan'Dale Robinson,TEN,WR,9,10,129,129,0.00
130,TE15,Mark Andrews,BAL,TE,13,10,130,130,0.00
131,RB45,Jacory Croskey-Merritt,WAS,RB,7,10,131,131,0.00
132,WR52,Xavier Worthy,KC,WR,5,10,132,132,0.00
133,QB21,Sam Darnold,SEA,QB,11,10,133,133,0.00
134,RB46,Jonathon Brooks,CAR,RB,5,10,134,134,0.00
135,WR53,Jayden Reed,GB,WR,11,10,135,135,0.00
136,QB22,Tyler Shough,NO,QB,8,10,136,136,0.00
137,TE16,Travis Kelce,KC,TE,5,10,137,137,0.00
138,WR54,Brandon Aiyuk,SF,WR,8,10,138,138,0.00
139,WR55,Jalen Coker,CAR,WR,5,10,139,139,0.00
140,RB47,Alvin Kamara,NO,RB,8,10,140,140,0.00
141,RB48,Chris Rodriguez Jr.,JAC,RB,7,10,141,141,0.00
142,WR56,De'Zhaun Stribling,SF,WR,8,10,142,142,0.00
143,RB49,Isiah Pacheco,DET,RB,6,10,143,143,0.00
144,TE17,George Kittle,SF,TE,8,10,144,144,0.00
145,RB50,Zach Charbonnet,SEA,RB,11,10,145,145,0.00
146,QB23,Bryce Young,CAR,QB,5,10,146,146,0.00
147,WR57,Khalil Shakir,BUF,WR,7,10,147,147,0.00
148,RB51,Tyler Allgeier,ARI,RB,14,10,148,148,0.00
149,WR58,Denzel Boston,CLE,WR,11,10,149,149,0.00
150,DST1,Houston Texans,HOU,DST,8,10,150,150,0.00
151,RB52,Kaytron Allen,WAS,RB,7,10,151,151,0.00
152,QB24,Malik Willis,MIA,QB,6,10,152,152,0.00
153,WR59,Darnell Mooney,NYG,WR,8,10,153,153,0.00
154,TE18,Juwan Johnson,NO,TE,8,10,154,154,0.00
155,RB53,Emmett Johnson,KC,RB,5,11,155,155,0.00
156,RB54,Sean Tucker,TB,RB,10,11,156,156,0.00
157,TE19,Brenton Strange,JAC,TE,7,11,157,157,0.00
158,QB25,Cam Ward,TEN,QB,9,11,158,158,0.00
159,RB55,Dylan Sampson,CLE,RB,11,11,159,159,0.00
160,DST2,Denver Broncos,DEN,DST,10,11,160,160,0.00
161,RB56,Tyjae Spears,TEN,RB,9,11,161,161,0.00
162,WR60,Omar Cooper Jr.,NYJ,WR,13,11,162,162,0.00
163,RB57,Brian Robinson Jr.,ATL,RB,11,11,163,163,0.00
164,WR61,Deebo Samuel Sr.,FA,WR,,11,164,164,0.00
165,WR62,Adonai Mitchell,NYJ,WR,13,11,165,165,0.00
166,DST3,Seattle Seahawks,SEA,DST,11,11,166,166,0.00
167,RB58,Jaylen Wright,MIA,RB,6,11,167,167,0.00
168,WR63,Troy Franklin,DEN,WR,10,11,168,168,0.00
169,WR64,Jerry Jeudy,CLE,WR,11,11,169,169,0.00
170,DST4,Los Angeles Rams,LAR,DST,11,11,170,170,0.00
171,DST5,Philadelphia Eagles,PHI,DST,10,11,171,171,0.00
172,TE20,Terrance Ferguson,LAR,TE,11,11,172,172,0.00
173,WR65,Josh Downs,IND,WR,13,11,173,173,0.00
174,RB59,Demond Claiborne,MIN,RB,6,11,174,174,0.00
175,WR66,Malik Washington,MIA,WR,6,11,175,175,0.00
176,RB60,Trey Benson,ARI,RB,14,11,176,176,0.00
177,WR67,Rashid Shaheed,SEA,WR,11,11,177,177,0.00
178,QB26,Daniel Jones,IND,QB,13,11,178,178,0.00
179,WR68,Chimere Dike,TEN,WR,9,11,179,179,0.00
180,TE21,Kenyon Sadiq,NYJ,TE,13,11,180,180,0.00
181,RB61,Tank Bigsby,PHI,RB,10,11,181,181,0.00
182,DST6,Minnesota Vikings,MIN,DST,6,11,182,182,0.00
183,WR69,Romeo Doubs,NE,WR,11,11,183,183,0.00
184,DST7,New England Patriots,NE,DST,11,11,184,184,0.00
185,DST8,Jacksonville Jaguars,JAC,DST,7,11,185,185,0.00
186,K1,Brandon Aubrey,DAL,K,14,11,186,186,0.00
187,DST9,Los Angeles Chargers,LAC,DST,7,11,187,187,0.00
188,RB62,George Holani,SEA,RB,11,11,188,188,0.00
189,DST10,Green Bay Packers,GB,DST,11,11,189,189,0.00
190,DST11,Pittsburgh Steelers,PIT,DST,9,11,190,190,0.00
191,K2,Ka'imi Fairbairn,HOU,K,8,12,191,191,0.00
192,K3,Cam Little,JAC,K,7,12,192,192,0.00
193,DST12,Cleveland Browns,CLE,DST,11,12,193,193,0.00
194,WR70,Elic Ayomanor,TEN,WR,9,12,194,194,0.00
195,TE22,Greg Dulcich,MIA,TE,6,12,195,195,0.00
196,RB63,Kaleb Johnson,PIT,RB,9,12,196,196,0.00
197,K4,Cameron Dicker,LAC,K,7,12,197,197,0.00
198,WR71,Tre' Harris,LAC,WR,7,12,198,198,0.00
199,K5,Evan McPherson,CIN,K,6,12,199,199,0.00
200,WR72,Kayshon Boutte,NE,WR,11,12,200,200,0.00
201,WR73,Matthew Golden,GB,WR,11,12,201,201,0.00
202,TE23,Dalton Schultz,HOU,TE,8,12,202,202,0.00
203,WR74,Travis Hunter,JAC,WR,7,12,203,203,0.00
204,WR75,Jaylin Noel,HOU,WR,8,12,204,204,0.00
205,DST13,Kansas City Chiefs,KC,DST,5,12,205,205,0.00
206,K6,Jason Myers,SEA,K,11,12,206,206,0.00
207,RB64,Keaton Mitchell,LAC,RB,7,12,207,207,0.00
208,TE24,AJ Barner,SEA,TE,11,12,208,208,0.00
209,WR76,Elijah Sarratt,BAL,WR,13,12,209,209,0.00
210,K7,Tyler Loop,BAL,K,13,12,210,210,0.00
211,DST14,Detroit Lions,DET,DST,6,12,211,211,0.00
212,K8,Andy Borregales,NE,K,11,12,212,212,0.00
213,QB27,Fernando Mendoza,LV,QB,13,12,213,213,0.00
214,K9,Eddy Pineiro,SF,K,8,12,214,214,0.00
215,WR77,Kyle Williams,NE,WR,11,12,215,215,0.00
216,K10,Chase McLaughlin,TB,K,10,12,216,216,0.00
217,WR78,Isaac TeSlaa,DET,WR,6,12,217,217,0.00
218,RB65,James Conner,ARI,RB,14,12,218,218,0.00
219,DST15,Buffalo Bills,BUF,DST,7,12,219,219,0.00
220,WR79,Germie Bernard,PIT,WR,9,12,220,220,0.00
221,RB66,Kimani Vidal,LAC,RB,7,12,221,221,0.00
222,WR80,Keon Coleman,BUF,WR,7,12,222,222,0.00
223,WR81,Pat Bryant,DEN,WR,10,12,223,223,0.00
224,K11,Cairo Santos,CHI,K,10,12,224,224,0.00
225,TE25,Colby Parkinson,LAR,TE,11,12,225,225,0.00
226,WR82,Rashod Bateman,BAL,WR,13,12,226,226,0.00
227,RB67,Kendre Miller,NO,RB,8,12,227,227,0.00
228,TE26,T.J. Hockenson,MIN,TE,6,12,228,228,0.00
229,WR83,Calvin Ridley,TEN,WR,9,12,229,229,0.00
230,RB68,Emanuel Wilson,SEA,RB,11,12,230,230,0.00
231,WR84,Ryan Flournoy,DAL,WR,14,12,231,231,0.00
232,RB69,Devin Neal,NO,RB,8,12,232,232,0.00
233,K12,Harrison Mevis,LAR,K,11,13,233,233,0.00
234,DST16,Baltimore Ravens,BAL,DST,13,13,234,234,0.00
235,TE27,Chig Okonkwo,WAS,TE,7,13,235,235,0.00
236,RB70,Mike Washington Jr.,LV,RB,13,13,236,236,0.00
237,WR85,Jalen McMillan,TB,WR,10,13,237,237,0.00
238,WR86,Mack Hollins,NE,WR,11,13,238,238,0.00
239,K13,Jake Bates,DET,K,6,13,239,239,0.00
240,RB71,Najee Harris,LAC,RB,7,13,240,240,0.00
241,QB28,Geno Smith,NYJ,QB,13,13,241,241,0.00
242,RB72,Ollie Gordon II,MIA,RB,6,13,242,242,0.00
243,WR87,Tory Horton,SEA,WR,11,13,243,243,0.00
244,WR88,Tank Dell,HOU,WR,8,13,244,244,0.00
245,TE28,Eli Stowers,PHI,TE,10,13,245,245,0.00
246,WR89,Marvin Mims Jr.,DEN,WR,10,13,246,246,0.00
247,RB73,Ray Davis,BUF,RB,7,13,247,247,0.00
248,DST17,Atlanta Falcons,ATL,DST,11,13,248,248,0.00
249,K14,Harrison Butker,KC,K,5,13,249,249,0.00
250,RB74,Isaiah Davis,NYJ,RB,13,13,250,250,0.00
251,K15,Chris Boswell,PIT,K,9,13,251,251,0.00
252,K16,Charlie Smyth,NO,K,8,13,252,252,0.00
253,TE29,Cade Otton,TB,TE,10,13,253,253,0.00
254,QB29,Aaron Rodgers,PIT,QB,9,13,254,254,0.00
255,TE30,Gunnar Helm,TEN,TE,9,13,255,255,0.00
256,TE31,Mason Taylor,NYJ,TE,13,13,256,256,0.00
257,RB75,Isaac Guerendo,SF,RB,8,13,257,257,0.00
258,WR90,Isaiah Bond,CLE,WR,11,13,258,258,0.00
259,RB76,Malik Davis,DAL,RB,14,13,259,259,0.00
260,TE32,Justin Joly,DEN,TE,10,13,260,260,0.00
261,WR91,Darius Slayton,NYG,WR,8,13,261,261,0.00
262,RB77,Jerome Ford,WAS,RB,7,13,262,262,0.00
263,WR92,Dontayvion Wicks,PHI,WR,10,13,263,263,0.00
264,WR93,Keenan Allen,LAC,WR,7,13,264,264,0.00
265,RB78,Ty Johnson,BUF,RB,7,13,265,265,0.00
266,WR94,Xavier Legette,CAR,WR,5,13,266,266,0.00
267,TE33,Max Klare,LAR,TE,11,13,267,267,0.00
268,WR95,Konata Mumpfield,LAR,WR,11,13,268,268,0.00
269,WR96,Cooper Kupp,SEA,WR,11,13,269,269,0.00
270,RB79,Audric Estime,NO,RB,8,13,270,270,0.00
271,WR97,Andrei Iosivas,CIN,WR,6,13,271,271,0.00
272,WR98,Calvin Austin III,NYG,WR,8,13,272,272,0.00
273,TE34,Theo Johnson,NYG,TE,8,13,273,273,0.00
274,RB80,Jarquez Hunter,LAR,RB,11,13,274,274,0.00
275,QB30,Michael Penix Jr.,ATL,QB,11,13,275,275,0.00
276,WR99,Jack Bech,LV,WR,13,13,276,276,0.00
277,RB81,Brashard Smith,KC,RB,5,13,277,277,0.00
278,DST18,New Orleans Saints,NO,DST,8,13,278,278,0.00
279,DST19,San Francisco 49ers,SF,DST,8,13,279,279,0.00
280,TE35,David Njoku,LAC,TE,7,14,280,280,0.00
281,K17,Wil Lutz,DEN,K,10,14,281,281,0.00
282,RB82,DJ Giddens,IND,RB,13,14,282,282,0.00
283,RB83,Jaleel McLaughlin,DEN,RB,10,14,283,283,0.00
284,QB31,Jacoby Brissett,ARI,QB,14,14,284,284,0.00
285,WR100,Luke McCaffrey,WAS,WR,7,14,285,285,0.00
286,RB84,Devin Singletary,NYG,RB,8,14,286,286,0.00
287,WR101,Tyquan Thornton,KC,WR,5,14,287,287,0.00
288,WR102,Devaughn Vele,NO,WR,8,14,288,288,0.00
289,WR103,Christian Kirk,SF,WR,8,14,289,289,0.00
290,TE36,Mike Gesicki,CIN,TE,6,14,290,290,0.00
291,RB85,MarShawn Lloyd,GB,RB,11,14,291,291,0.00
292,WR104,Hollywood Brown,PHI,WR,10,14,292,292,0.00
293,RB86,Kareem Hunt,FA,RB,,14,293,293,0.00
294,TE37,Evan Engram,DEN,TE,10,14,294,294,0.00
295,WR105,Dont'e Thornton Jr.,LV,WR,13,14,295,295,0.00
296,RB87,Jaydon Blue,DAL,RB,14,14,296,296,0.00
297,WR106,Cedric Tillman,CLE,WR,11,14,297,297,0.00
298,WR107,Tez Johnson,TB,WR,10,14,298,298,0.00
299,TE38,Pat Freiermuth,PIT,TE,9,14,299,299,0.00
300,RB88,Samaje Perine,CIN,RB,6,14,300,300,0.00
301,WR108,Jalen Royals,KC,WR,5,14,301,301,0.00
302,WR109,Joshua Palmer,BUF,WR,7,14,302,302,0.00
303,RB89,Emari Demercado,KC,RB,5,14,303,303,0.00
304,WR110,John Metchie III,CAR,WR,5,14,304,304,0.00
305,TE39,Jake Tonges,SF,TE,8,14,305,305,0.00
306,WR111,Jaylin Lane,WAS,WR,7,14,306,306,0.00
307,QB32,Kirk Cousins,LV,QB,13,14,307,307,0.00
308,TE40,Noah Gray,KC,TE,5,14,308,308,0.00
309,RB90,Chris Brooks,GB,RB,11,14,309,309,0.00
310,RB91,Trevor Etienne,CAR,RB,5,14,310,310,0.00
311,WR112,Xavier Hutchinson,HOU,WR,8,14,311,311,0.00
312,RB92,Tahj Brooks,CIN,RB,6,14,312,312,0.00
313,RB93,Justice Hill,BAL,RB,13,14,313,313,0.00
314,WR113,Olamide Zaccheaus,ATL,WR,11,14,314,314,0.00
315,RB94,LeQuint Allen Jr.,JAC,RB,7,14,315,315,0.00
316,RB95,Will Shipley,PHI,RB,10,14,316,316,0.00
317,TE41,John Bates,WAS,TE,7,14,317,317,0.00
318,QB33,J.J. McCarthy,MIN,QB,6,14,318,318,0.00
319,QB34,Deshaun Watson,CLE,QB,11,14,319,319,0.00
320,K18,Zane Gonzalez,MIA,K,6,14,320,320,0.00
321,QB35,Shedeur Sanders,CLE,QB,11,14,321,321,0.00
322,QB36,Tua Tagovailoa,ATL,QB,11,14,322,322,0.00
323,QB37,Carson Beck,ARI,QB,14,14,323,323,0.00
324,DST20,Indianapolis Colts,IND,DST,13,14,324,324,0.00
325,QB38,Justin Fields,KC,QB,5,14,325,325,0.00
326,QB39,Ty Simpson,LAR,QB,11,14,326,326,0.00
327,QB40,Mac Jones,SF,QB,8,14,327,327,0.00
328,QB41,Anthony Richardson Sr.,IND,QB,13,14,328,328,0.00
329,QB42,Joe Milton III,DAL,QB,14,14,329,329,0.00
