Rank,Pos Rank,Player,Team,Position,Bye,Tier,Rank Min,Rank Max,Rank Std
42,WR22,Zay Flowers,BAL,WR,13,6,46,46,0.00
43,WR23,DeVonta Smith,PHI,WR,10,6,47,47,0.00
44,WR24,Chris Olave,NO,WR,8,6,48,48,0.00
45,RB18,Travis Etienne Jr.,NO,RB,8,6,49,49,0.00
46,WR25,Rome Odunze,CHI,WR,10,6,50,50,0.00
47,RB19,Jadarian Price,SEA,RB,11,6,51,51,0.00
48,RB20,Cam Skattebo,NYG,RB,8,6,52,52,0.00
49,WR26,Davante Adams,LAR,WR,11,6,54,54,0.00
50,RB21,Josh Jacobs,GB,RB,11,6,55,55,0.00
51,TE4,Tyler Warren,IND,TE,13,6,56,56,0.00
52,RB22,Bucky Irving,TB,RB,10,7,57,57,0.00
53,WR27,DK Metcalf,PIT,WR,9,7,59,59,0.00
54,RB23,Quinshon Judkins,CLE,RB,11,7,60,60,0.00
55,WR28,Alec Pierce,IND,WR,13,7,61,61,0.00
56,WR29,Jordyn Tyson,NO,WR,8,7,63,63,0.00
57,RB24,David Montgomery,HOU,RB,8,7,64,64,0.00
58,RB25,D'Andre Swift,CHI,RB,10,7,65,65,0.00
59,TE5,Kyle Pitts Sr.,ATL,TE,11,7,66,66,0.00
60,RB26,Jaylen Warren,PIT,RB,9,7,67,67,0.00
61,WR30,Carnell Tate,TEN,WR,9,7,68,68,0.00
62,WR31,Jameson Williams,DET,WR,6,7,70,70,0.00
63,RB27,Kyle Monangai,CHI,RB,10,7,71,71,0.00
64,RB28,Bhayshul Tuten,JAC,RB,7,7,72,72,0.00
65,WR32,DJ Moore,BUF,WR,7,7,74,74,0.00
66,WR33,Marvin Harrison Jr.,ARI,WR,14,7,75,75,0.00
67,TE6,Harold Fannin Jr.,CLE,TE,11,8,76,76,0.00
68,RB29,Rico Dowdle,PIT,RB,9,8,77,77,0.00
69,RB30,Chuba Hubbard,CAR,RB,5,8,79,79,0.00
70,WR34,Brian Thomas Jr.,JAC,WR,7,8,80,80,0.00
71,WR35,Michael Wilson,ARI,WR,14,8,81,81,0.00
72,RB31,Rachaad White,WAS,RB,7,8,82,82,0.00
73,WR36,Christian Watson,GB,WR,11,8,83,83,0.00
74,TE7,Tucker Kraft,GB,TE,11,8,84,84,0.00
75,RB32,Kenny Gainwell,TB,RB,10,8,85,85,0.00
76,TE8,Sam LaPorta,DET,TE,6,8,86,86,0.00
77,WR37,Parker Washington,JAC,WR,7,8,87,87,0.00
78,RB33,J.K. Dobbins,DEN,RB,10,8,88,88,0.00
79,WR38,KC Concepcion,CLE,WR,11,8,89,89,0.00
80,WR39,Makai Lemon,PHI,WR,10,8,91,91,0.00
81,RB34,Blake Corum,LAR,RB,11,8,92,92,0.00
82,WR40,Courtland Sutton,DEN,WR,10,8,93,93,0.00
83,TE9,Dalton Kincaid,BUF,TE,7,8,94,94,0.00
84,WR41,Chris Godwin Jr.,TB,WR,10,8,95,95,0.00
85,TE10,Oronde Gadsden II,LAC,TE,7,8,96,96,0.00
86,RB35,Tony Pollard,TEN,RB,9,8,98,98,0.00
87,RB36,Woody Marks,HOU,RB,8,9,99,99,0.00
88,WR42,Jordan Addison,MIN,WR,6,9,101,101,0.00
89,RB37,Rhamondre Stevenson,NE,RB,11,9,102,102,0.00
90,TE11,Jake Ferguson,DAL,TE,14,9,105,105,0.00
91,WR43,Michael Pittman Jr.,PIT,WR,9,9,106,106,0.00
92,WR44,Ricky Pearsall,SF,WR,8,9,108,108,0.00
93,WR45,Wan'Dale Robinson,TEN,WR,9,9,109,109,0.00
94,TE12,Dallas Goedert,PHI,TE,10,9,110,110,0.00
95,TE13,Travis Kelce,KC,TE,5,9,111,111,0.00
96,RB38,Aaron Jones Sr.,MIN,RB,6,9,113,113,0.00
97,WR46,Jakobi Meyers,JAC,WR,7,9,114,114,0.00
98,WR47,Jayden Higgins,HOU,WR,8,9,115,115,0.00
99,RB39,Jordan Mason,MIN,RB,6,9,116,116,0.00
100,RB40,RJ Harvey,DEN,RB,10,9,117,117,0.00
101,RB41,Tyrone Tracy Jr.,NYG,RB,8,9,119,119,0.00
102,WR48,Tre Tucker,LV,WR,13,9,120,120,0.00
103,RB42,Jonah Coleman,DEN,RB,10,9,121,121,0.00
104,WR49,Chris Bell,MIA,WR,6,9,122,122,0.00
105,TE14,Isaiah Likely,NYG,TE,8,9,123,123,0.00
106,WR50,Antonio Williams,WAS,WR,7,9,125,125,0.00
107,RB43,Alvin Kamara,NO,RB,8,10,126,126,0.00
108,WR51,Quentin Johnston,LAC,WR,7,10,127,127,0.00
109,RB44,Nicholas Singleton,TEN,RB,9,10,129,129,0.00
110,TE15,Hunter Henry,NE,TE,11,10,130,130,0.00
111,RB45,Jonathon Brooks,CAR,RB,5,10,131,131,0.00
112,WR52,Khalil Shakir,BUF,WR,7,10,132,132,0.00
113,RB46,Braelon Allen,NYJ,RB,13,10,134,134,0.00
114,WR53,Jayden Reed,GB,WR,11,10,135,135,0.00
115,WR54,Jalen Coker,CAR,WR,5,10,136,136,0.00
116,TE16,Mark Andrews,BAL,TE,13,10,137,137,0.00
117,WR55,Brandon Aiyuk,SF,WR,8,10,139,139,0.00
118,RB47,Jacory Croskey-Merritt,WAS,RB,7,10,140,140,0.00
119,WR56,Xavier Worthy,KC,WR,5,10,141,141,0.00
120,RB48,Dylan Sampson,CLE,RB,11,10,142,142,0.00
121,TE17,George Kittle,SF,TE,8,10,143,143,0.00
122,RB49,Tyjae Spears,TEN,RB,9,10,144,144,0.00
123,RB50,Chris Rodriguez Jr.,JAC,RB,7,10,145,145,0.00
124,RB51,Isiah Pacheco,DET,RB,6,10,147,147,0.00
125,WR57,Denzel Boston,CLE,WR,11,10,148,148,0.00
126,WR58,De'Zhaun Stribling,SF,WR,8,10,149,149,0.00
127,RB52,Zach Charbonnet,SEA,RB,11,10,151,151,0.00
128,WR59,Omar Cooper Jr.,NYJ,WR,13,10,153,153,0.00
129,TE18,Juwan Johnson,NO,TE,8,10,154,154,0.00
130,RB53,Tyler Allgeier,ARI,RB,14,10,155,155,0.00
131,RB54,Kaytron Allen,WAS,RB,7,10,156,156,0.00
132,TE19,Brenton Strange,JAC,TE,7,11,157,157,0.00
133,RB55,Emmett Johnson,KC,RB,5,11,159,159,0.00
134,RB56,Sean Tucker,TB,RB,10,11,161,161,0.00
135,WR60,Darnell Mooney,NYG,WR,8,11,162,162,0.00
136,RB57,Jaylen Wright,MIA,RB,6,11,163,163,0.00
137,WR61,Deebo Samuel Sr.,FA,WR,,11,164,164,0.00
138,WR62,Josh Downs,IND,WR,13,11,165,165,0.00
139,WR63,Troy Franklin,DEN,WR,10,11,167,167,0.00
140,RB58,Brian Robinson Jr.,ATL,RB,11,11,168,168,0.00
141,WR64,Jerry Jeudy,CLE,WR,11,11,169,169,0.00
142,TE20,Dalton Schultz,HOU,TE,8,11,172,172,0.00
143,WR65,Adonai Mitchell,NYJ,WR,13,11,173,173,0.00
144,RB59,Demond Claiborne,MIN,RB,6,11,174,174,0.00
145,WR66,Malik Washington,MIA,WR,6,11,175,175,0.00
146,RB60,Trey Benson,ARI,RB,14,11,176,176,0.00
147,WR67,Chimere Dike,TEN,WR,9,11,177,177,0.00
148,WR68,Rashid Shaheed,SEA,WR,11,11,179,179,0.00
149,TE21,T.J. Hockenson,MIN,TE,6,11,180,180,0.00
150,RB61,George Holani,SEA,RB,11,11,181,181,0.00
151,WR69,Tre' Harris,LAC,WR,7,11,183,183,0.00
152,RB62,James Conner,ARI,RB,14,11,188,188,0.00
153,WR70,Romeo Doubs,NE,WR,11,12,194,194,0.00
154,TE22,Kenyon Sadiq,NYJ,TE,13,12,195,195,0.00
155,WR71,Elic Ayomanor,TEN,WR,9,12,196,196,0.00
156,WR72,Jaylin Noel,HOU,WR,8,12,198,198,0.00
157,RB63,Kaleb Johnson,PIT,RB,9,12,200,200,0.00
158,WR73,Kayshon Boutte,NE,WR,11,12,201,201,0.00
159,TE23,Greg Dulcich,MIA,TE,6,12,202,202,0.00
160,WR74,Matthew Golden,GB,WR,11,12,203,203,0.00
161,WR75,Travis Hunter,JAC,WR,7,12,204,204,0.00
162,WR76,Germie Bernard,PIT,WR,9,12,207,207,0.00
163,TE24,Chig Okonkwo,WAS,TE,7,12,208,208,0.00
164,WR77,Pat Bryant,DEN,WR,10,12,209,209,0.00
165,RB64,Tank Bigsby,PHI,RB,10,12,215,215,0.00
166,WR78,Elijah Sarratt,BAL,WR,13,12,217,217,0.00
167,RB65,Kimani Vidal,LAC,RB,7,12,218,218,0.00
168,WR79,Ryan Flournoy,DAL,WR,14,12,220,220,0.00
169,RB66,Keaton Mitchell,LAC,RB,7,12,221,221,0.00
170,WR80,Isaac TeSlaa,DET,WR,6,12,222,222,0.00
171,WR81,Kyle Williams,NE,WR,11,12,223,223,0.00
172,TE25,Terrance Ferguson,LAR,TE,11,12,225,225,0.00
173,WR82,Keon Coleman,BUF,WR,7,12,226,226,0.00
174,RB67,Devin Neal,NO,RB,8,12,227,227,0.00
175,TE26,AJ Barner,SEA,TE,11,12,228,228,0.00
176,WR83,Jalen McMillan,TB,WR,10,12,229,229,0.00
177,RB68,Kendre Miller,NO,RB,8,12,230,230,0.00
178,WR84,Calvin Ridley,TEN,WR,9,12,231,231,0.00
179,RB69,Emanuel Wilson,SEA,RB,11,12,232,232,0.00
180,TE27,Colby Parkinson,LAR,TE,11,13,235,235,0.00
181,RB70,Mike Washington Jr.,LV,RB,13,13,236,236,0.00
182,RB71,Isaiah Davis,NYJ,RB,13,13,237,237,0.00
183,WR85,Mack Hollins,NE,WR,11,13,238,238,0.00
184,WR86,Rashod Bateman,BAL,WR,13,13,240,240,0.00
185,RB72,Ray Davis,BUF,RB,7,13,242,242,0.00
186,WR87,Marvin Mims Jr.,DEN,WR,10,13,243,243,0.00
187,WR88,Tank Dell,HOU,WR,8,13,244,244,0.00
188,TE28,Gunnar Helm,TEN,TE,9,13,245,245,0.00
189,WR89,Xavier Legette,CAR,WR,5,13,246,246,0.00
190,RB73,Najee Harris,LAC,RB,7,13,247,247,0.00
191,RB74,Jaleel McLaughlin,DEN,RB,10,13,250,250,0.00
192,TE29,Cade Otton,TB,TE,10,13,253,253,0.00
193,TE30,Eli Stowers,PHI,TE,10,13,255,255,0.00
194,RB75,Ollie Gordon II,MIA,RB,6,13,256,256,0.00
195,WR90,Tory Horton,SEA,WR,11,13,257,257,0.00
196,TE31,Mason Taylor,NYJ,TE,13,13,258,258,0.00
197,RB76,Brashard Smith,KC,RB,5,13,259,259,0.00
198,TE32,Justin Joly,DEN,TE,10,13,260,260,0.00
199,WR91,Dontayvion Wicks,PHI,WR,10,13,261,261,0.00
200,RB77,Isaac Guerendo,SF,RB,8,13,262,262,0.00
201,WR92,Darius Slayton,NYG,WR,8,13,263,263,0.00
202,WR93,Cooper Kupp,SEA,WR,11,13,264,264,0.00
203,RB78,Ty Johnson,BUF,RB,7,13,265,265,0.00
204,WR94,Keenan Allen,LAC,WR,7,13,266,266,0.00
205,TE33,Max Klare,LAR,TE,11,13,267,267,0.00
206,WR95,Isaiah Bond,CLE,WR,11,13,268,268,0.00
207,WR96,Konata Mumpfield,LAR,WR,11,13,269,269,0.00
208,RB79,Jerome Ford,WAS,RB,7,13,270,270,0.00
209,WR97,Andrei Iosivas,CIN,WR,6,13,271,271,0.00
210,WR98,Jack Bech,LV,WR,13,13,272,272,0.00
211,TE34,Theo Johnson,NYG,TE,8,13,273,273,0.00
212,RB80,Malik Davis,DAL,RB,14,13,274,274,0.00
213,WR99,Calvin Austin III,NYG,WR,8,13,276,276,0.00
214,RB81,Bam Knight,ARI,RB,14,13,277,277,0.00
215,TE35,David Njoku,LAC,TE,7,13,280,280,0.00
216,RB82,DJ Giddens,IND,RB,13,14,282,282,0.00
217,RB83,Audric Estime,NO,RB,8,14,283,283,0.00
218,WR100,Devaughn Vele,NO,WR,8,14,285,285,0.00
219,WR101,Christian Kirk,SF,WR,8,14,286,286,0.00
220,RB84,Jarquez Hunter,LAR,RB,11,14,287,287,0.00
221,WR102,Luke McCaffrey,WAS,WR,7,14,288,288,0.00
222,TE36,Evan Engram,DEN,TE,10,14,289,289,0.00
223,WR103,Tyquan Thornton,KC,WR,5,14,290,290,0.00
224,RB85,Devin Singletary,NYG,RB,8,14,291,291,0.00
225,WR104,Hollywood Brown,PHI,WR,10,14,292,292,0.00
226,RB86,MarShawn Lloyd,GB,RB,11,14,293,293,0.00
227,TE37,Mike Gesicki,CIN,TE,6,14,294,294,0.00
228,WR105,Dont'e Thornton Jr.,LV,WR,13,14,295,295,0.00
229,RB87,LeQuint Allen Jr.,JAC,RB,7,14,296,296,0.00
230,WR106,Cedric Tillman,CLE,WR,11,14,297,297,0.00
231,WR107,Jalen Royals,KC,WR,5,14,298,298,0.00
232,TE38,Pat Freiermuth,PIT,TE,9,14,299,299,0.00
233,RB88,Trevor Etienne,CAR,RB,5,14,300,300,0.00
234,WR108,Tez Johnson,TB,WR,10,14,301,301,0.00
235,WR109,John Metchie III,CAR,WR,5,14,302,302,0.00
236,RB89,Justice Hill,BAL,RB,13,14,303,303,0.00
237,WR110,Joshua Palmer,BUF,WR,7,14,304,304,0.00
238,TE39,Jake Tonges,SF,TE,8,14,305,305,0.00
239,WR111,Olamide Zaccheaus,ATL,WR,11,14,306,306,0.00
240,TE40,John Bates,WAS,TE,7,14,308,308,0.00
241,RB90,Chris Brooks,GB,RB,11,14,309,309,0.00
242,RB91,Emari Demercado,KC,RB,5,14,310,310,0.00
243,WR112,Jaylin Lane,WAS,WR,7,14,311,311,0.00
244,RB92,Jaydon Blue,DAL,RB,14,14,312,312,0.00
245,RB93,Kareem Hunt,FA,RB,,14,313,313,0.00
246,WR113,Xavier Hutchinson,HOU,WR,8,14,314,314,0.00
247,RB94,Michael Carter,TEN,RB,9,14,315,315,0.00
248,RB95,Samaje Perine,CIN,RB,6,14,316,316,0.00
249,TE41,Noah Gray,KC,TE,5,14,317,317,0.00
250,RB96,Nick Chubb,FA,RB,,14,319,319,0.00
251,RB97,Tahj Brooks,CIN,RB,6,14,321,321,0.00
252,RB98,Will Shipley,PHI,RB,10,14,322,322,0.00
