Rank,Pos Rank,Player,Team,Position,Bye,Tier,Rank Min,Rank Max,Rank Std
36,WR36,Christian Watson,GB,WR,11,5,36,36,0.00
37,WR37,Parker Washington,JAC,WR,7,5,37,37,0.00
38,WR38,KC Concepcion,CLE,WR,11,6,38,38,0.00
39,WR39,Makai Lemon,PHI,WR,10,6,39,39,0.00
40,WR40,Courtland Sutton,DEN,WR,10,6,40,40,0.00
41,WR41,Chris Godwin Jr.,TB,WR,10,6,41,41,0.00
42,WR42,Jordan Addison,MIN,WR,6,6,42,42,0.00
43,WR43,Michael Pittman Jr.,PIT,WR,9,6,43,43,0.00
44,WR44,Ricky Pearsall,SF,WR,8,6,44,44,0.00
45,WR45,Wan'Dale Robinson,TEN,WR,9,6,45,45,0.00
46,WR46,Jakobi Meyers,JAC,WR,7,6,46,46,0.00
47,WR47,Jayden Higgins,HOU,WR,8,6,47,47,0.00
48,WR48,Tre Tucker,LV,WR,13,6,48,48,0.00
49,WR49,Chris Bell,MIA,WR,6,6,49,49,0.00
50,WR50,Antonio Williams,WAS,WR,7,6,50,50,0.00
51,WR51,Quentin Johnston,LAC,WR,7,6,51,51,0.00
52,WR52,Khalil Shakir,BUF,WR,7,7,52,52,0.00
53,WR53,Jayden Reed,GB,WR,11,7,53,53,0.00
54,WR54,Jalen Coker,CAR,WR,5,7,54,54,0.00
55,WR55,Brandon Aiyuk,SF,WR,8,7,55,55,0.00
56,WR56,Xavier Worthy,KC,WR,5,7,56,56,0.00
57,WR57,Denzel Boston,CLE,WR,11,7,57,57,0.00
58,WR58,De'Zhaun Stribling,SF,WR,8,7,58,58,0.00
59,WR59,Omar Cooper Jr.,NYJ,WR,13,7,59,59,0.00
60,WR60,Darnell Mooney,NYG,WR,8,7,60,60,0.00
61,WR61,Deebo Samuel Sr.,FA,WR,,7,61,61,0.00
62,WR62,Josh Downs,IND,WR,13,7,62,62,0.00
63,WR63,Troy Franklin,DEN,WR,10,7,63,63,0.00
64,WR64,Jerry Jeudy,CLE,WR,11,7,64,64,0.00
65,WR65,Adonai Mitchell,NYJ,WR,13,7,65,65,0.00
66,WR66,Malik Washington,MIA,WR,6,7,66,66,0.00
67,WR67,Chimere Dike,TEN,WR,9,7,67,67,0.00
68,WR68,Rashid Shaheed,SEA,WR,11,7,68,68,0.00
69,WR69,Tre' Harris,LAC,WR,7,8,69,69,0.00
70,WR70,Romeo Doubs,NE,WR,11,8,70,70,0.00
71,WR71,Elic Ayomanor,TEN,WR,9,8,71,71,0.00
72,WR72,Jaylin Noel,HOU,WR,8,8,72,72,0.00
73,WR73,Kayshon Boutte,NE,WR,11,8,73,73,0.00
74,WR74,Matthew Golden,GB,WR,11,8,74,74,0.00
75,WR75,Travis Hunter,JAC,WR,7,8,75,75,0.00
76,WR76,Germie Bernard,PIT,WR,9,8,76,76,0.00
77,WR77,Pat Bryant,DEN,WR,10,8,77,77,0.00
78,WR78,Elijah Sarratt,BAL,WR,13,8,78,78,0.00
79,WR79,Ryan Flournoy,DAL,WR,14,8,79,79,0.00
80,WR80,Isaac TeSlaa,DET,WR,6,8,80,80,0.00
81,WR81,Kyle Williams,NE,WR,11,8,81,81,0.00
82,WR82,Keon Coleman,BUF,WR,7,8,82,82,0.00
83,WR83,Jalen McMillan,TB,WR,10,8,83,83,0.00
84,WR84,Calvin Ridley,TEN,WR,9,8,84,84,0.00
85,WR85,Mack Hollins,NE,WR,11,8,85,85,0.00
86,WR86,Rashod Bateman,BAL,WR,13,8,86,86,0.00
87,WR87,Marvin Mims Jr.,DEN,WR,10,8,87,87,0.00
88,WR88,Tank Dell,HOU,WR,8,8,88,88,0.00
89,WR89,Xavier Legette,CAR,WR,5,8,89,89,0.00
90,WR90,Tory Horton,SEA,WR,11,9,90,90,0.00
91,WR91,Dontayvion Wicks,PHI,WR,10,9,91,91,0.00
92,WR92,Darius Slayton,NYG,WR,8,9,92,92,0.00
93,WR93,Cooper Kupp,SEA,WR,11,9,93,93,0.00
94,WR94,Keenan Allen,LAC,WR,7,9,94,94,0.00
95,WR95,Isaiah Bond,CLE,WR,11,9,95,95,0.00
96,WR96,Konata Mumpfield,LAR,WR,11,9,96,96,0.00
97,WR97,Andrei Iosivas,CIN,WR,6,9,97,97,0.00
98,WR98,Jack Bech,LV,WR,13,9,98,98,0.00
99,WR99,Calvin Austin III,NYG,WR,8,9,99,99,0.00
100,WR100,Devaughn Vele,NO,WR,8,9,100,100,0.00
101,WR101,Christian Kirk,SF,WR,8,9,101,101,0.00
102,WR102,Luke McCaffrey,WAS,WR,7,9,102,102,0.00
103,WR103,Tyquan Thornton,KC,WR,5,9,103,103,0.00
104,WR104,Hollywood Brown,PHI,WR,10,9,104,104,0.00
105,WR105,Dont'e Thornton Jr.,LV,WR,13,9,105,105,0.00
106,WR106,Cedric Tillman,CLE,WR,11,9,106,106,0.00
107,WR107,Jalen Royals,KC,WR,5,9,107,107,0.00
108,WR108,Tez Johnson,TB,WR,10,9,108,108,0.00
109,WR109,John Metchie III,CAR,WR,5,9,109,109,0.00
110,WR110,Joshua Palmer,BUF,WR,7,9,110,110,0.00
111,WR111,Olamide Zaccheaus,ATL,WR,11,9,111,111,0.00
112,WR112,Jaylin Lane,WAS,WR,7,9,112,112,0.00
113,WR113,Xavier Hutchinson,HOU,WR,8,9,113,113,0.00
